,country,year,cases,sex,age
3913,MW,1996,562,m,15--24
3914,MW,1997,578,m,15--24
3915,MW,1998,677,m,15--24
3916,MW,1999,588,m,15--24
3917,MW,2000,653,m,15--24
3918,MW,2001,704,m,15--24
3919,MW,2003,596,m,15--24
3920,MW,2004,647,m,15--24
3921,MW,2005,622,m,15--24
3922,MW,2006,584,m,15--24
3923,MW,2007,614,m,15--24
3924,MW,2008,570,m,15--24
3925,MX,1996,936,m,15--24
3926,MX,1998,1031,m,15--24
3927,MX,1999,1013,m,15--24
3928,MX,2000,1079,m,15--24
3929,MX,2001,1448,m,15--24
3930,MX,2002,1090,m,15--24
3931,MX,2003,1207,m,15--24
3932,MX,2004,1053,m,15--24
3933,MX,2005,1095,m,15--24
3934,MX,2006,986,m,15--24
3935,MX,2007,981,m,15--24
3936,MX,2008,966,m,15--24
3937,MY,1995,640,m,15--24
3938,MY,1996,720,m,15--24
3939,MY,1997,701,m,15--24
3940,MY,1998,670,m,15--24
3941,MY,1999,692,m,15--24
3942,MY,2000,694,m,15--24
3943,MY,2001,713,m,15--24
3944,MY,2002,562,m,15--24
3945,MY,2003,1211,m,15--24
3946,MY,2004,1195,m,15--24
3947,MY,2005,1179,m,15--24
3948,MY,2006,507,m,15--24
3949,MY,2007,1291,m,15--24
3950,MY,2008,1436,m,15--24
3951,MZ,1995,1136,m,15--24
3952,MZ,1996,1163,m,15--24
3953,MZ,1997,1194,m,15--24
3954,,1995,68,m,15--24
3955,,1996,205,m,15--24
3956,,1997,232,m,15--24
3957,,1998,270,m,15--24
3958,,1999,247,m,15--24
3959,,2000,269,m,15--24
3960,,2001,322,m,15--24
3961,,2002,301,m,15--24
3962,,2003,364,m,15--24
3963,,2004,319,m,15--24
3964,,2005,355,m,15--24
3965,,2006,347,m,15--24
3966,,2007,370,m,15--24
3967,,2008,387,m,15--24
3968,NC,1995,2,m,15--24
3969,NC,1996,3,m,15--24
3970,NC,1999,0,m,15--24
3971,NC,2000,1,m,15--24
3972,NC,2001,1,m,15--24
3973,NC,2002,2,m,15--24
3974,NC,2003,1,m,15--24
3975,NC,2004,2,m,15--24
3976,NC,2005,2,m,15--24
3977,NC,2006,0,m,15--24
3978,NC,2007,1,m,15--24
3979,NC,2008,1,m,15--24
3980,NE,1997,148,m,15--24
3981,NE,1998,218,m,15--24
3982,NE,2000,270,m,15--24
3983,NE,2003,485,m,15--24
3984,NE,2005,557,m,15--24
3985,NE,2006,537,m,15--24
3986,NE,2007,571,m,15--24
3987,NE,2008,659,m,15--24
3988,NG,1995,845,m,15--24
3989,NG,1996,2097,m,15--24
3990,NG,1997,1518,m,15--24
3991,NG,1998,1798,m,15--24
3992,NG,2000,2173,m,15--24
3993,NG,2001,2196,m,15--24
3994,NG,2002,2274,m,15--24
3995,NG,2003,3263,m,15--24
3996,NG,2004,3679,m,15--24
3997,NG,2005,3824,m,15--24
3998,NG,2006,4488,m,15--24
3999,NG,2007,4251,m,15--24
4000,NG,2008,4518,m,15--24
4001,NI,1995,178,m,15--24
4002,NI,1996,231,m,15--24
4003,NI,1997,211,m,15--24
4004,NI,1998,221,m,15--24
4005,NI,1999,217,m,15--24
4006,NI,2000,194,m,15--24
4007,NI,2001,213,m,15--24
4008,NI,2002,168,m,15--24
4009,NI,2003,179,m,15--24
4010,NI,2004,161,m,15--24
4011,NI,2005,163,m,15--24
4012,NI,2006,162,m,15--24
4013,NI,2007,172,m,15--24
4014,NI,2008,174,m,15--24
4015,NL,1995,79,m,15--24
4016,NL,1996,48,m,15--24
4017,NL,1997,33,m,15--24
4018,NL,1998,31,m,15--24
4019,NL,1999,44,m,15--24
4020,NL,2000,34,m,15--24
4021,NL,2001,51,m,15--24
4022,NL,2002,40,m,15--24
4023,NL,2003,35,m,15--24
4024,NL,2004,36,m,15--24
4025,NL,2005,23,m,15--24
4026,NL,2006,25,m,15--24
4027,NL,2007,10,m,15--24
4028,NL,2008,16,m,15--24
4029,NO,1995,4,m,15--24
4030,NO,1996,8,m,15--24
4031,NO,1997,6,m,15--24
4032,NO,1998,1,m,15--24
4033,NO,1999,2,m,15--24
4034,NO,2000,1,m,15--24
4035,NO,2001,6,m,15--24
4036,NO,2002,4,m,15--24
4037,NO,2003,3,m,15--24
4038,NO,2004,5,m,15--24
4039,NO,2005,9,m,15--24
4040,NO,2006,5,m,15--24
4041,NO,2007,4,m,15--24
4042,NO,2008,10,m,15--24
4043,NP,1996,1451,m,15--24
4044,NP,1998,1621,m,15--24
4045,NP,1999,1872,m,15--24
4046,NP,2000,1904,m,15--24
4047,NP,2001,1957,m,15--24
4048,NP,2002,1980,m,15--24
4049,NP,2003,2039,m,15--24
4050,NP,2004,1991,m,15--24
4051,NP,2005,1946,m,15--24
4052,NP,2006,1914,m,15--24
4053,NP,2007,2025,m,15--24
4054,NP,2008,150,m,15--24
4055,NR,1999,0,m,15--24
4056,NR,2003,0,m,15--24
4057,NR,2006,1,m,15--24
4058,NR,2007,1,m,15--24
4059,NR,2008,1,m,15--24
4060,NU,1999,1,m,15--24
4061,NU,2004,0,m,15--24
4062,NU,2005,0,m,15--24
4063,NU,2006,0,m,15--24
4064,NU,2007,0,m,15--24
4065,NZ,1995,4,m,15--24
4066,NZ,1996,4,m,15--24
4067,NZ,1997,3,m,15--24
4068,NZ,1998,8,m,15--24
4069,NZ,1999,10,m,15--24
4070,NZ,2000,6,m,15--24
4071,NZ,2001,7,m,15--24
4072,NZ,2002,10,m,15--24
4073,NZ,2003,9,m,15--24
4074,NZ,2004,10,m,15--24
4075,NZ,2005,6,m,15--24
4076,NZ,2006,14,m,15--24
4077,NZ,2007,11,m,15--24
4078,NZ,2008,9,m,15--24
4079,OM,1995,7,m,15--24
4080,OM,1996,15,m,15--24
4081,OM,1997,18,m,15--24
4082,OM,1998,18,m,15--24
4083,OM,1999,10,m,15--24
4084,OM,2000,8,m,15--24
4085,OM,2001,10,m,15--24
4086,OM,2002,22,m,15--24
4087,OM,2003,28,m,15--24
4088,OM,2004,15,m,15--24
4089,OM,2005,21,m,15--24
4090,OM,2006,18,m,15--24
4091,OM,2007,16,m,15--24
4092,OM,2008,18,m,15--24
4093,PA,1995,155,m,15--24
4094,PA,1996,68,m,15--24
4095,PA,1997,79,m,15--24
4096,PA,1998,14,m,15--24
4097,PA,1999,107,m,15--24
4098,PA,2000,44,m,15--24
4099,PA,2001,58,m,15--24
4100,PA,2002,89,m,15--24
4101,PA,2003,91,m,15--24
4102,PA,2004,89,m,15--24
4103,PA,2005,76,m,15--24
4104,PA,2006,100,m,15--24
4105,PA,2007,106,m,15--24
4106,PA,2008,95,m,15--24
4107,PE,1995,1311,m,15--24
4108,PE,1996,1351,m,15--24
4109,PE,1997,6913,m,15--24
4110,PE,1998,6271,m,15--24
4111,PE,1999,4861,m,15--24
4112,PE,2000,5290,m,15--24
4113,PE,2001,5591,m,15--24
4114,PE,2002,983,m,15--24
4115,PE,2003,758,m,15--24
4116,PE,2004,3860,m,15--24
4117,PE,2005,3802,m,15--24
4118,PE,2006,4071,m,15--24
4119,PE,2007,3436,m,15--24
4120,PE,2008,3406,m,15--24
4121,PF,1996,4,m,15--24
4122,PF,1997,4,m,15--24
4123,PF,1998,4,m,15--24
4124,PF,1999,2,m,15--24
4125,PF,2000,3,m,15--24
4126,PF,2001,5,m,15--24
4127,PF,2002,4,m,15--24
4128,PF,2003,2,m,15--24
4129,PF,2004,1,m,15--24
4130,PF,2005,2,m,15--24
4131,PF,2006,1,m,15--24
4132,PF,2008,3,m,15--24
4133,PG,1996,31,m,15--24
4134,PG,1997,9,m,15--24
4135,PG,1998,69,m,15--24
4136,PG,1999,33,m,15--24
4137,PG,2000,87,m,15--24
4138,PG,2001,101,m,15--24
4139,PG,2002,139,m,15--24
4140,PG,2003,190,m,15--24
4141,PG,2004,153,m,15--24
4142,PG,2005,183,m,15--24
4143,PG,2006,221,m,15--24
4144,PG,2007,178,m,15--24
4145,PG,2008,250,m,15--24
4146,PH,1995,43,m,15--24
4147,PH,1996,26,m,15--24
4148,PH,1997,136,m,15--24
4149,PH,1998,157,m,15--24
4150,PH,2003,6360,m,15--24
4151,PH,2004,6792,m,15--24
4152,PH,2005,7358,m,15--24
4153,PH,2006,7878,m,15--24
4154,PH,2007,8524,m,15--24
4155,PH,2008,8735,m,15--24
4156,PK,1995,274,m,15--24
4157,PK,1998,633,m,15--24
4158,PK,1999,229,m,15--24
4159,PK,2000,498,m,15--24
4160,PK,2001,1191,m,15--24
4161,PK,2002,1964,m,15--24
4162,PK,2003,2605,m,15--24
4163,PK,2004,3812,m,15--24
4164,PK,2005,5278,m,15--24
4165,PK,2006,7290,m,15--24
4166,PK,2007,9598,m,15--24
4167,PK,2008,10521,m,15--24
4168,PL,1995,122,m,15--24
4169,PL,1996,248,m,15--24
4170,PL,1997,104,m,15--24
4171,PL,1998,99,m,15--24
4172,PL,1999,84,m,15--24
4173,PL,2000,99,m,15--24
4174,PL,2001,78,m,15--24
4175,PL,2002,100,m,15--24
4176,PL,2003,93,m,15--24
4177,PL,2004,85,m,15--24
4178,PL,2005,109,m,15--24
4179,PL,2006,92,m,15--24
4180,PL,2007,85,m,15--24
4181,PL,2008,66,m,15--24
4182,PR,1995,3,m,15--24
4183,PR,1996,1,m,15--24
4184,PR,1997,4,m,15--24
4185,PR,1998,9,m,15--24
4186,PR,1999,5,m,15--24
4187,PR,2000,1,m,15--24
4188,PR,2001,5,m,15--24
4189,PR,2002,4,m,15--24
4190,PR,2003,3,m,15--24
4191,PR,2004,2,m,15--24
4192,PR,2005,4,m,15--24
4193,PR,2006,4,m,15--24
4194,PR,2007,6,m,15--24
4195,PR,2008,2,m,15--24
4196,PS,1995,2,m,15--24
4197,PS,1996,2,m,15--24
4198,PS,1998,1,m,15--24
4199,PS,2003,1,m,15--24
4200,PS,2004,1,m,15--24
4201,PS,2005,1,m,15--24
4202,PS,2006,1,m,15--24
4203,PS,2007,1,m,15--24
4204,PS,2008,1,m,15--24
4205,PT,1995,215,m,15--24
4206,PT,1996,176,m,15--24
4207,PT,1997,135,m,15--24
4208,PT,1998,154,m,15--24
4209,PT,1999,113,m,15--24
4210,PT,2000,147,m,15--24
4211,PT,2001,156,m,15--24
4212,PT,2002,156,m,15--24
4213,PT,2003,134,m,15--24
4214,PT,2004,97,m,15--24
4215,PT,2005,85,m,15--24
4216,PT,2006,80,m,15--24
4217,PT,2007,69,m,15--24
4218,PT,2008,51,m,15--24
4219,PW,1995,2,m,15--24
4220,PW,1996,1,m,15--24
4221,PW,1997,0,m,15--24
4222,PW,1999,2,m,15--24
4223,PW,2002,0,m,15--24
4224,PW,2003,0,m,15--24
4225,PW,2006,0,m,15--24
4226,PW,2007,0,m,15--24
4227,PY,1995,64,m,15--24
4228,PY,1996,84,m,15--24
4229,PY,1997,100,m,15--24
4230,PY,1998,100,m,15--24
4231,PY,1999,113,m,15--24
4232,PY,2000,112,m,15--24
4233,PY,2001,114,m,15--24
4234,PY,2002,119,m,15--24
4235,PY,2003,163,m,15--24
4236,PY,2004,160,m,15--24
4237,PY,2005,168,m,15--24
4238,PY,2006,188,m,15--24
4239,PY,2007,171,m,15--24
4240,PY,2008,238,m,15--24
4241,QA,1995,8,m,15--24
4242,QA,1996,2,m,15--24
4243,QA,1997,8,m,15--24
4244,QA,1998,10,m,15--24
4245,QA,1999,5,m,15--24
4246,QA,2000,7,m,15--24
4247,QA,2001,2,m,15--24
4248,QA,2002,8,m,15--24
4249,QA,2003,10,m,15--24
4250,QA,2004,9,m,15--24
4251,QA,2005,19,m,15--24
4252,QA,2006,22,m,15--24
4253,QA,2007,26,m,15--24
4254,QA,2008,47,m,15--24
4255,RO,1995,1662,m,15--24
4256,RO,1996,851,m,15--24
4257,RO,1997,1073,m,15--24
4258,RO,1998,895,m,15--24
4259,RO,1999,842,m,15--24
4260,RO,2000,832,m,15--24
4261,RO,2001,790,m,15--24
4262,RO,2002,742,m,15--24
4263,RO,2003,750,m,15--24
4264,RO,2004,718,m,15--24
4265,RO,2005,752,m,15--24
4266,RO,2006,748,m,15--24
4267,RO,2007,706,m,15--24
4268,RO,2008,671,m,15--24
4269,RS,2005,62,m,15--24
4270,RS,2006,87,m,15--24
4271,RS,2007,42,m,15--24
4272,RS,2008,37,m,15--24
4273,RU,1996,12,m,15--24
4274,RU,1997,38,m,15--24
4275,RU,1998,45,m,15--24
4276,RU,1999,1858,m,15--24
4277,RU,2000,295,m,15--24
4278,RU,2001,2124,m,15--24
4279,RU,2002,2081,m,15--24
4280,RU,2003,2128,m,15--24
4281,RU,2004,2355,m,15--24
4282,RU,2006,2445,m,15--24
4283,RU,2007,2492,m,15--24
4284,RU,2008,2495,m,15--24
4285,RW,1996,222,m,15--24
4286,RW,1997,284,m,15--24
4287,RW,1999,245,m,15--24
4288,RW,2000,466,m,15--24
4289,RW,2002,96,m,15--24
4290,RW,2003,364,m,15--24
4291,RW,2004,561,m,15--24
4292,RW,2005,494,m,15--24
4293,RW,2006,598,m,15--24
4294,RW,2007,523,m,15--24
4295,RW,2008,528,m,15--24
4296,SA,1998,76,m,15--24
4297,SA,1999,155,m,15--24
4298,SA,2000,131,m,15--24
4299,SA,2001,141,m,15--24
4300,SA,2002,148,m,15--24
4301,SA,2003,150,m,15--24
4302,SA,2004,202,m,15--24
4303,SA,2005,182,m,15--24
4304,SA,2006,256,m,15--24
4305,SA,2007,246,m,15--24
4306,SA,2008,295,m,15--24
4307,SB,1995,14,m,15--24
4308,SB,1996,9,m,15--24
4309,SB,1997,20,m,15--24
4310,SB,1998,15,m,15--24
4311,SB,2000,13,m,15--24
4312,SB,2002,16,m,15--24
4313,SB,2003,14,m,15--24
4314,SB,2004,11,m,15--24
4315,SB,2005,14,m,15--24
4316,SB,2006,13,m,15--24
4317,SB,2007,15,m,15--24
4318,SB,2008,17,m,15--24
4319,SC,1995,2,m,15--24
4320,SC,1996,0,m,15--24
4321,SC,1997,1,m,15--24
4322,SC,1998,0,m,15--24
4323,SC,2001,0,m,15--24
4324,SC,2002,1,m,15--24
4325,SC,2003,1,m,15--24
4326,SC,2004,0,m,15--24
4327,SC,2005,2,m,15--24
4328,SC,2008,0,m,15--24
4329,SD,1995,604,m,15--24
4330,SD,1998,1079,m,15--24
4331,SD,1999,1100,m,15--24
4332,SD,2000,1028,m,15--24
4333,SD,2001,1018,m,15--24
4334,SD,2002,1171,m,15--24
4335,SD,2003,1195,m,15--24
4336,SD,2004,1377,m,15--24
4337,SD,2005,1358,m,15--24
4338,SD,2006,1351,m,15--24
4339,SD,2007,1355,m,15--24
4340,SD,2008,1241,m,15--24
4341,SE,1995,5,m,15--24
4342,SE,1996,11,m,15--24
4343,SE,1997,6,m,15--24
4344,SE,1998,6,m,15--24
4345,SE,1999,13,m,15--24
4346,SE,2000,9,m,15--24
4347,SE,2001,10,m,15--24
4348,SE,2002,6,m,15--24
4349,SE,2003,8,m,15--24
4350,SE,2004,10,m,15--24
4351,SE,2005,7,m,15--24
4352,SE,2006,4,m,15--24
4353,SE,2007,7,m,15--24
4354,SE,2008,14,m,15--24
4355,SG,1995,9,m,15--24
4356,SG,1997,8,m,15--24
4357,SG,1998,9,m,15--24
4358,SG,1999,18,m,15--24
4359,SG,2000,8,m,15--24
4360,SG,2001,6,m,15--24
4361,SG,2002,14,m,15--24
4362,SG,2003,17,m,15--24
4363,SG,2004,12,m,15--24
4364,SG,2005,8,m,15--24
4365,SG,2006,7,m,15--24
4366,SG,2007,15,m,15--24
4367,SG,2008,10,m,15--24
4368,SI,1995,13,m,15--24
4369,SI,1996,5,m,15--24
4370,SI,1997,4,m,15--24
4371,SI,1998,5,m,15--24
4372,SI,1999,3,m,15--24
4373,SI,2000,3,m,15--24
4374,SI,2001,4,m,15--24
4375,SI,2002,8,m,15--24
4376,SI,2003,3,m,15--24
4377,SI,2004,5,m,15--24
4378,SI,2005,4,m,15--24
4379,SI,2006,3,m,15--24
4380,SI,2007,0,m,15--24
4381,SI,2008,3,m,15--24
4382,SK,1995,18,m,15--24
4383,SK,1996,16,m,15--24
4384,SK,1997,2,m,15--24
4385,SK,1998,5,m,15--24
4386,SK,1999,2,m,15--24
4387,SK,2000,6,m,15--24
4388,SK,2001,8,m,15--24
4389,SK,2002,4,m,15--24
4390,SK,2003,6,m,15--24
4391,SK,2004,2,m,15--24
4392,SK,2005,3,m,15--24
4393,SK,2006,8,m,15--24
4394,SK,2007,8,m,15--24
4395,SK,2008,2,m,15--24
4396,SL,1995,184,m,15--24
4397,SL,1996,249,m,15--24
4398,SL,1997,230,m,15--24
4399,SL,1998,226,m,15--24
4400,SL,2000,287,m,15--24
4401,SL,2001,268,m,15--24
4402,SL,2002,317,m,15--24
4403,SL,2003,351,m,15--24
4404,SL,2004,417,m,15--24
4405,SL,2005,490,m,15--24
4406,SL,2006,485,m,15--24
4407,SL,2007,538,m,15--24
4408,SL,2008,625,m,15--24
4409,SM,2003,0,m,15--24
4410,SM,2004,0,m,15--24
4411,SN,1995,717,m,15--24
4412,SN,1996,773,m,15--24
4413,SN,1997,753,m,15--24
4414,SN,1998,781,m,15--24
4415,SN,1999,721,m,15--24
4416,SN,2000,772,m,15--24
4417,SN,2001,908,m,15--24
4418,SN,2002,815,m,15--24
4419,SN,2003,1005,m,15--24
4420,SN,2004,1085,m,15--24
4421,SN,2005,1050,m,15--24
4422,SN,2006,1124,m,15--24
4423,SN,2007,1053,m,15--24
4424,SN,2008,1274,m,15--24
4425,SO,1995,334,m,15--24
4426,SO,1996,439,m,15--24
4427,SO,1997,565,m,15--24
4428,SO,1998,541,m,15--24
4429,SO,1999,643,m,15--24
4430,SO,2000,740,m,15--24
4431,SO,2001,899,m,15--24
4432,SO,2002,922,m,15--24
4433,SO,2003,1054,m,15--24
4434,SO,2004,1228,m,15--24
4435,SO,2005,1343,m,15--24
4436,SO,2006,1377,m,15--24
4437,SO,2007,1239,m,15--24
4438,SO,2008,1273,m,15--24
4439,SR,1996,5,m,15--24
4440,SR,1997,6,m,15--24
4441,SR,2000,6,m,15--24
4442,SR,2001,2,m,15--24
4443,SR,2002,1,m,15--24
4444,SR,2003,5,m,15--24
4445,SR,2004,6,m,15--24
4446,SR,2005,7,m,15--24
4447,SR,2006,6,m,15--24
4448,ST,2000,5,m,15--24
4449,ST,2001,7,m,15--24
4450,ST,2002,7,m,15--24
4451,ST,2003,2,m,15--24
4452,ST,2004,5,m,15--24
4453,ST,2005,5,m,15--24
4454,ST,2006,5,m,15--24
4455,ST,2007,4,m,15--24
4456,ST,2008,5,m,15--24
4457,SV,1996,76,m,15--24
4458,SV,1997,86,m,15--24
4459,SV,1998,95,m,15--24
4460,SV,1999,102,m,15--24
4461,SV,2000,99,m,15--24
4462,SV,2001,101,m,15--24
4463,SV,2002,85,m,15--24
4464,SV,2003,75,m,15--24
4465,SV,2004,92,m,15--24
4466,SV,2005,97,m,15--24
4467,SV,2006,93,m,15--24
4468,SV,2007,79,m,15--24
4469,SV,2008,107,m,15--24
4470,SY,1995,332,m,15--24
4471,SY,1996,390,m,15--24
4472,SY,1997,337,m,15--24
4473,SY,1998,335,m,15--24
4474,SY,2000,359,m,15--24
4475,SY,2001,317,m,15--24
4476,SY,2002,359,m,15--24
4477,SY,2003,343,m,15--24
4478,SY,2004,318,m,15--24
4479,SY,2005,266,m,15--24
4480,SY,2006,225,m,15--24
4481,SY,2007,198,m,15--24
4482,SY,2008,170,m,15--24
4483,SZ,1995,59,m,15--24
4484,SZ,1996,39,m,15--24
4485,SZ,2000,130,m,15--24
4486,SZ,2001,180,m,15--24
4487,SZ,2002,94,m,15--24
4488,SZ,2003,120,m,15--24
4489,SZ,2004,152,m,15--24
4490,SZ,2005,162,m,15--24
4491,SZ,2006,187,m,15--24
4492,SZ,2007,223,m,15--24
4493,SZ,2008,231,m,15--24
4494,TC,2003,0,m,15--24
4495,TC,2006,1,m,15--24
4496,TD,1999,172,m,15--24
4497,TD,2002,90,m,15--24
4498,TD,2003,256,m,15--24
4499,TD,2004,141,m,15--24
4500,TD,2005,194,m,15--24
4501,TG,1995,95,m,15--24
4502,TG,1996,95,m,15--24
4503,TG,1998,85,m,15--24
4504,TG,1999,92,m,15--24
4505,TG,2000,101,m,15--24
4506,TG,2002,140,m,15--24
4507,TG,2003,126,m,15--24
4508,TG,2004,145,m,15--24
4509,TG,2005,177,m,15--24
4510,TG,2006,174,m,15--24
4511,TG,2007,156,m,15--24
4512,TG,2008,194,m,15--24
4513,TH,1995,1191,m,15--24
4514,TH,1996,1088,m,15--24
4515,TH,1997,864,m,15--24
4516,TH,1998,427,m,15--24
4517,TH,1999,791,m,15--24
4518,TH,2000,859,m,15--24
4519,TH,2001,1868,m,15--24
4520,TH,2002,1352,m,15--24
4521,TH,2003,1636,m,15--24
4522,TH,2004,1421,m,15--24
4523,TH,2005,1344,m,15--24
4524,TH,2006,1276,m,15--24
4525,TH,2007,1261,m,15--24
4526,TH,2008,1222,m,15--24
4527,TJ,1996,22,m,15--24
4528,TJ,1997,16,m,15--24
4529,TJ,1998,67,m,15--24
4530,TJ,2001,129,m,15--24
4531,TJ,2002,134,m,15--24
4532,TJ,2004,146,m,15--24
4533,TJ,2005,308,m,15--24
4534,TJ,2007,413,m,15--24
4535,TJ,2008,437,m,15--24
4536,TK,2007,0,m,15--24
4537,TK,2008,10,m,15--24
4538,TL,2002,119,m,15--24
4539,TL,2003,130,m,15--24
4540,TL,2004,133,m,15--24
4541,TL,2005,136,m,15--24
4542,TL,2006,128,m,15--24
4543,TL,2007,128,m,15--24
4544,TL,2008,115,m,15--24
4545,TM,1995,11,m,15--24
4546,TM,1996,15,m,15--24
4547,TM,1997,14,m,15--24
4548,TM,1998,100,m,15--24
4549,TM,1999,129,m,15--24
4550,TM,2000,103,m,15--24
4551,TM,2001,169,m,15--24
4552,TM,2002,164,m,15--24
4553,TM,2003,148,m,15--24
4554,TM,2004,129,m,15--24
4555,TM,2005,148,m,15--24
4556,TM,2006,140,m,15--24
4557,TM,2007,176,m,15--24
4558,TM,2008,176,m,15--24
4559,TN,1998,134,m,15--24
4560,TN,1999,137,m,15--24
4561,TN,2000,139,m,15--24
4562,TN,2001,141,m,15--24
4563,TN,2002,112,m,15--24
4564,TN,2003,100,m,15--24
4565,TN,2004,100,m,15--24
4566,TN,2005,103,m,15--24
4567,TN,2006,125,m,15--24
4568,TN,2007,124,m,15--24
4569,TN,2008,130,m,15--24
4570,TO,1995,1,m,15--24
4571,TO,1996,1,m,15--24
4572,TO,1997,2,m,15--24
4573,TO,1998,2,m,15--24
4574,TO,1999,1,m,15--24
4575,TO,2000,2,m,15--24
4576,TO,2001,0,m,15--24
4577,TO,2002,1,m,15--24
4578,TO,2003,1,m,15--24
4579,TO,2005,2,m,15--24
4580,TO,2006,1,m,15--24
4581,TO,2007,2,m,15--24
4582,TO,2008,2,m,15--24
4583,TR,2004,50,m,15--24
4584,TR,2005,1148,m,15--24
4585,TR,2006,1212,m,15--24
4586,TR,2007,1091,m,15--24
4587,TR,2008,940,m,15--24
4588,TT,1995,6,m,15--24
4589,TT,1996,4,m,15--24
4590,TT,1998,9,m,15--24
4591,TT,1999,11,m,15--24
4592,TT,2000,7,m,15--24
4593,TT,2001,10,m,15--24
4594,TT,2002,8,m,15--24
4595,TT,2003,9,m,15--24
4596,TT,2004,3,m,15--24
4597,TT,2005,10,m,15--24
4598,TT,2006,7,m,15--24
4599,TT,2007,10,m,15--24
4600,TT,2008,9,m,15--24
4601,TV,1995,0,m,15--24
4602,TV,2003,2,m,15--24
4603,TV,2006,1,m,15--24
4604,TV,2007,1,m,15--24
4605,TV,2008,2,m,15--24
4606,TZ,1995,2108,m,15--24
4607,TZ,1996,2176,m,15--24
4608,TZ,1997,2210,m,15--24
4609,TZ,1998,2528,m,15--24
4610,TZ,1999,2422,m,15--24
4611,TZ,2000,2357,m,15--24
4612,TZ,2001,2302,m,15--24
4613,TZ,2002,2309,m,15--24
4614,TZ,2003,2172,m,15--24
4615,TZ,2004,2216,m,15--24
4616,TZ,2005,2062,m,15--24
4617,TZ,2006,2060,m,15--24
4618,TZ,2007,2021,m,15--24
4619,TZ,2008,1963,m,15--24
4620,UA,1995,385,m,15--24
4621,UA,1996,569,m,15--24
4622,UA,1997,623,m,15--24
4623,UA,1998,687,m,15--24
4624,UA,1999,661,m,15--24
4625,UA,2000,693,m,15--24
4626,UA,2001,757,m,15--24
4627,UA,2003,850,m,15--24
4628,UA,2006,926,m,15--24
4629,UA,2007,1556,m,15--24
4630,UA,2008,901,m,15--24
4631,UG,1995,1193,m,15--24
4632,UG,1996,1271,m,15--24
4633,UG,1997,1485,m,15--24
4634,UG,1998,1512,m,15--24
4635,UG,1999,1510,m,15--24
4636,UG,2000,1511,m,15--24
4637,UG,2001,1461,m,15--24
4638,UG,2002,1503,m,15--24
4639,UG,2003,1643,m,15--24
4640,UG,2004,1803,m,15--24
4641,UG,2005,1598,m,15--24
4642,UG,2006,1624,m,15--24
4643,UG,2007,1741,m,15--24
4644,UG,2008,1953,m,15--24
4645,US,1995,355,m,15--24
4646,US,1996,333,m,15--24
4647,US,1997,330,m,15--24
4648,US,1998,321,m,15--24
4649,US,1999,331,m,15--24
4650,US,2000,365,m,15--24
4651,US,2001,320,m,15--24
4652,US,2002,343,m,15--24
4653,US,2003,365,m,15--24
4654,US,2004,362,m,15--24
4655,US,2005,383,m,15--24
4656,US,2006,388,m,15--24
4657,US,2007,414,m,15--24
4658,US,2008,375,m,15--24
4659,UY,1995,28,m,15--24
4660,UY,1996,34,m,15--24
4661,UY,1997,37,m,15--24
4662,UY,1998,30,m,15--24
4663,UY,1999,45,m,15--24
4664,UY,2000,36,m,15--24
4665,UY,2001,33,m,15--24
4666,UY,2002,33,m,15--24
4667,UY,2003,46,m,15--24
4668,UY,2004,38,m,15--24
4669,UY,2005,42,m,15--24
4670,UY,2006,38,m,15--24
4671,UY,2007,39,m,15--24
4672,UY,2008,49,m,15--24
4673,UZ,1996,96,m,15--24
4674,UZ,1998,6,m,15--24
4675,UZ,1999,429,m,15--24
4676,UZ,2000,351,m,15--24
4677,UZ,2001,390,m,15--24
4678,UZ,2002,330,m,15--24
4679,UZ,2003,487,m,15--24
4680,UZ,2004,512,m,15--24
4681,UZ,2005,596,m,15--24
4682,UZ,2006,568,m,15--24
4683,UZ,2007,569,m,15--24
4684,UZ,2008,515,m,15--24
4685,VC,1998,0,m,15--24
4686,VC,2000,1,m,15--24
4687,VC,2005,0,m,15--24
4688,VC,2007,0,m,15--24
4689,VE,1999,378,m,15--24
4690,VE,2002,339,m,15--24
4691,VE,2003,361,m,15--24
4692,VE,2004,373,m,15--24
4693,VE,2005,312,m,15--24
4694,VE,2006,323,m,15--24
4695,VE,2007,324,m,15--24
4696,VE,2008,364,m,15--24
4697,VI,1995,0,m,15--24
4698,VI,1996,0,m,15--24
4699,VN,1996,1994,m,15--24
4700,VN,1997,2162,m,15--24
4701,VN,1998,2441,m,15--24
4702,VN,1999,2254,m,15--24
4703,VN,2000,2367,m,15--24
4704,VN,2001,2756,m,15--24
4705,VN,2002,3250,m,15--24
4706,VN,2003,3475,m,15--24
4707,VN,2004,3486,m,15--24
4708,VN,2005,3408,m,15--24
4709,VN,2006,3761,m,15--24
4710,VN,2007,3587,m,15--24
4711,VN,2008,3401,m,15--24
4712,VU,1995,6,m,15--24
4713,VU,1996,4,m,15--24
4714,VU,1998,4,m,15--24
4715,VU,1999,0,m,15--24
4716,VU,2000,7,m,15--24
4717,VU,2001,7,m,15--24
4718,VU,2002,7,m,15--24
4719,VU,2003,2,m,15--24
4720,VU,2004,7,m,15--24
4721,VU,2005,4,m,15--24
4722,VU,2006,5,m,15--24
4723,VU,2007,3,m,15--24
4724,VU,2008,4,m,15--24
